"Class Name - Live Objects","Live Bytes [%]","Live Bytes","Live Objects"
"br.org.eldorado.ead2pcd.negocio.ManterOficinaService$$EnhancerByCGLIB$$dc2c4095","0,00%","80","1"
"java.util.Locale$Category","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.LogInterpretacaoService","0,00%","80","2"
"br.org.eldorado.ead2pcd.integracao.rest.CalendarioRest","0,00%","80","2"
"org.hibernate.sql.JoinType[]","0,00%","80","2"
"br.org.eldorado.ead2pcd.integracao.rest.OpenOlatAutenticacaoWrapper","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.ItemGlossarioService","0,00%","80","2"
"org.infinispan.eviction.EvictionStrategy[]","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.GerenciadorConteudoService","0,00%","80","2"
"org.olat.login.oauth.OAuthLoginModule","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.ExecucaoProvaSelecaoService","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.ExecucaoProvaCertificacaoService$$EnhancerByCGLIB$$a1ee16cc","0,00%","80","1"
"java.util.Collections$SynchronizedSortedMap","0,00%","80","2"
"java.text.MessageFormat","0,00%","80","2"
"org.cyberneko.html.HTMLScanner$LocationItem","0,00%","80","2"
"org.apache.activemq.filter.CompositeDestinationFilter","0,00%","80","5"
"org.cyberneko.html.filters.NamespaceBinder","0,00%","80","2"
"sun.util.calendar.Era","0,00%","80","2"
"org.apache.activemq.filter.NoLocalExpression","0,00%","80","5"
"org.glassfish.gmbal.util.GenericConstructor","0,00%","80","2"
"org.hibernate.CacheMode[]","0,00%","80","2"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","0,00%","80","2"
"org.springframework.util.CustomizableThreadCreator$SerializableMonitor","0,00%","80","5"
"org.apache.activemq.thread.SchedulerTimerTask","0,00%","80","2"
"org.apache.velocity.runtime.VelocimacroManager$MacroEntry","0,00%","80","2"
"org.thymeleaf.spring3.processor.attr.SpringInputGeneralFieldAttrProcessor[]","0,00%","80","1"
"org.apache.activemq.thread.TaskRunnerFactory$1","0,00%","80","5"
"org.bouncycastle.asn1.x9.X9ECParameters","0,00%","80","2"
"org.springframework.security.web.util.AnyRequestMatcher","0,00%","80","5"
"java.io.ExpiringCache","0,00%","80","2"
"org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter","0,00%","80","2"
"org.springframework.security.web.savedrequest.RequestCacheAwareFilter","0,00%","80","2"
"org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl$TcclSafeAggregatedClassLoader","0,00%","80","1"
"java.awt.EventQueue","0,00%","80","1"
"org.apache.catalina.authenticator.NonLoginAuthenticator","0,00%","80","1"
"org.bouncycastle.jce.provider.JDKX509CertificateFactory","0,00%","80","2"
"org.jboss.logging.Logger$Level[]","0,00%","80","2"
"org.springframework.security.web.authentication.rememberme.PersistentTokenBasedRememberMeServices","0,00%","80","1"
"org.hibernate.cfg.EJB3DTDEntityResolver","0,00%","80","5"
"br.org.eldorado.ead2pcd.apresentacao.webservice.TurmaWebService","0,00%","80","2"
"com.sun.xml.ws.server.sei.EndpointValueSetter[]","0,00%","80","1"
"com.sun.xml.ws.server.SDDocumentImpl$SchemaImpl","0,00%","80","2"
"com.sun.xml.ws.protocol.soap.ServerMUTube","0,00%","80","2"
"com.sun.xml.ws.policy.PolicyMap","0,00%","80","2"
"org.apache.tomcat.util.net.jsse.openssl.Encryption[]","0,00%","80","1"
"com.sun.xml.ws.model.wsdl.WSDLServiceImpl","0,00%","80","2"
"com.sun.xml.ws.model.wsdl.WSDLPortTypeImpl","0,00%","80","2"
"com.sun.xml.ws.model.wsdl.WSDLBoundFaultImpl","0,00%","80","2"
"org.apache.catalina.core.StandardThreadExecutor","0,00%","80","1"
"org.codehaus.jackson.annotate.JsonAutoDetect$Visibility[]","0,00%","80","2"
"com.sun.xml.ws.model.CheckedExceptionImpl","0,00%","80","2"
"br.org.eldorado.ead2pcd.infra.util.GeradorRelatorioRankingProvaSelecao","0,00%","80","2"
"com.sun.xml.ws.client.HandlerConfiguration","0,00%","80","2"
"org.apache.catalina.mbeans.ConnectorMBean","0,00%","80","2"
"com.sun.xml.ws.api.pipe.ServerPipeAssemblerContext","0,00%","80","2"
"com.sun.xml.ws.api.addressing.WSEndpointReference","0,00%","80","2"
"org.springframework.web.servlet.view.UrlBasedViewResolver","0,00%","80","1"
"org.apache.catalina.realm.MessageDigestCredentialHandler","0,00%","80","2"
"org.infinispan.util.concurrent.IsolationLevel[]","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.CorreioInternoService$$EnhancerByCGLIB$$60723786","0,00%","80","1"
"org.apache.tomcat.util.log.SystemLogHandler","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.ConfiguracaoOficinaService","0,00%","80","2"
"org.hibernate.engine.jdbc.internal.JdbcServicesImpl","0,00%","80","2"
"org.hibernate.engine.jdbc.internal.JdbcServicesImpl$ExtractedDatabaseMetaDataImpl","0,00%","80","2"
"org.olat.user.UserModule","0,00%","80","1"
"org.springframework.scheduling.support.CronTrigger","0,00%","80","5"
"org.olat.group.manager.BusinessGroupServiceImpl","0,00%","80","1"
"br.org.eldorado.ead2pcd.apresentacao.webservice.InscricaoWebService","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.ConfiguracaoAvaliacaoService","0,00%","80","2"
"com.sun.xml.bind.v2.model.core.PropertyKind[]","0,00%","80","2"
"sun.management.MemoryManagerImpl","0,00%","80","2"
"com.sun.research.ws.wadl.ParamStyle[]","0,00%","80","2"
"com.sun.proxy.$Proxy202","0,00%","80","5"
"com.sun.proxy.$Proxy1","0,00%","80","5"
"java.util.regex.Pattern$LazyLoop","0,00%","80","2"
"com.sun.org.apache.xml.internal.resolver.CatalogManager","0,00%","80","1"
"br.org.eldorado.ead2pcd.apresentacao.webservice.ExercicioWebService","0,00%","80","2"
"com.sun.org.apache.xerces.internal.impl.xs.models.XSDFACM","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.ConfiguracaoAulaService","0,00%","80","2"
"org.apache.coyote.AbstractProtocol$RecycledProcessors","0,00%","80","2"
"org.hibernate.engine.transaction.spi.LocalStatus[]","0,00%","80","2"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.CalendarioService$$EnhancerByCGLIB$$8febb267","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.EditarCategoriaItensService","0,00%","80","2"
"org.olat.group.BusinessGroupModule","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.AvaliacaoReacaoService$$EnhancerByCGLIB$$cca4162a","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.ArquivoOficinaAlunoService","0,00%","80","2"
"org.hibernate.hql.internal.ast.exec.DeleteExecutor","0,00%","80","2"
"org.apache.coyote.http11.filters.IdentityInputFilter","0,00%","80","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.ChatWebServiceRest","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.AndamentoAulaService","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.AgendamentoService","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.AgendamentoProvaSelecaoService$$EnhancerByCGLIB$$2d54a6fa","0,00%","80","1"
"org.quartz.utils.UpdateChecker","0,00%","80","2"
"org.apache.activemq.broker.TransportConnection$1","0,00%","80","5"
"org.apache.tomcat.util.buf.Utf8Decoder","0,00%","80","2"
"org.apache.tomcat.util.buf.UEncoder","0,00%","80","2"
"javax.xml.bind.annotation.XmlElement[]","0,00%","80","3"
"org.hibernate.internal.CacheImpl","0,00%","80","2"
"org.infinispan.manager.DefaultCacheManager","0,00%","80","2"
"org.apache.http.auth.AuthProtocolState[]","0,00%","80","2"
"org.apache.tomcat.dbcp.pool2.impl.LinkedBlockingDeque","0,00%","80","2"
"org.springframework.aop.aspectj.autoproxy.AspectJAwareAdvisorAutoProxyCreator","0,00%","80","1"
"com.sun.faces.util.MultiKeyConcurrentHashMap$Segment[]","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.AgendamentoProvaCertificacaoService","0,00%","80","2"
"org.hibernate.internal.TransactionEnvironmentImpl","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.AcompanhamentoProvaService","0,00%","80","2"
"org.apache.http.conn.routing.HttpRoute","0,00%","80","2"
"org.infinispan.marshall.core.ExternalizerTable","0,00%","80","2"
"sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","0,00%","80","2"
"sun.reflect.generics.reflectiveObjects.GenericArrayTypeImpl","0,00%","80","5"
"com.sun.faces.application.ApplicationImpl$SystemEventInfo$1","0,00%","80","5"
"javax.websocket.CloseReason$CloseCodes[]","0,00%","80","1"
"sun.reflect.misc.MethodUtil","0,00%","80","1"
"org.hibernate.jpa.internal.metamodel.PluralAttributeImpl$MapAttributeImpl","0,00%","80","2"
"org.springframework.expression.spel.support.StandardTypeComparator","0,00%","80","5"
"br.org.eldorado.ead2pcd.infra.enums.NomeCacheEnum[]","0,00%","80","1"
"sun.rmi.server.WeakClassHashMap$ValueCell","0,00%","80","5"
"org.springframework.expression.spel.support.StandardOperatorOverloader","0,00%","80","5"
"sun.rmi.transport.DGCClient$EndpointEntry","0,00%","80","1"
"org.apache.activemq.broker.jmx.ManagedTempTopicRegion","0,00%","80","1"
"org.apache.activemq.broker.jmx.ManagedTopicRegion","0,00%","80","1"
"sun.net.www.protocol.jar.Handler","0,00%","80","5"
"com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility[]","0,00%","80","2"
"org.springframework.context.expression.MapAccessor","0,00%","80","5"
"org.springframework.context.expression.BeanFactoryResolver","0,00%","80","5"
"br.org.eldorado.ead2pcd.infra.enums.Perfil[]","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.ManterRelatorioNotasService$$EnhancerByCGLIB$$94414593","0,00%","72","1"
"org.olat.core.logging.activity.ActionVerb[]","0,00%","72","1"
"net.sf.cglib.core.AbstractClassGenerator$Source","0,00%","72","3"
"org.olat.resource.accesscontrol.manager.ACFrontendManager","0,00%","72","1"
"org.apache.tomcat.util.log.UserDataHelper$Mode","0,00%","72","3"
"org.hibernate.engine.FetchTiming","0,00%","72","3"
"javax.el.BeanELResolver","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.ConfiguracaoOficinaService$$EnhancerByCGLIB$$7550560a","0,00%","72","1"
"br.org.eldorado.ead2pcd.negocio.PesoDisciplinaService$$EnhancerByCGLIB$$edbc2251","0,00%","72","1"
"br.org.eldorado.ead2pcd.negocio.PreincritoService$$EnhancerByCGLIB$$2c2e7bae","0,00%","72","1"
"org.apache.tomcat.util.http.parser.SkipResult","0,00%","72","3"
"org.apache.velocity.util.SimplePool","0,00%","72","3"
"org.olat.modules.vitero.ViteroModule","0,00%","72","1"
"sun.awt.AppContext$State","0,00%","72","3"
"org.hibernate.engine.jdbc.internal.TypeNullability","0,00%","72","3"
"org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory","0,00%","72","3"
"org.apache.activemq.ActiveMQMessageProducer","0,00%","72","1"
"org.hibernate.engine.jdbc.spi.TypeNullability","0,00%","72","3"
"org.infinispan.configuration.global.ShutdownHookBehavior","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.ConfiguracaoAvaliacaoService$$EnhancerByCGLIB$$777c5cb0","0,00%","72","1"
"javax.crypto.CryptoPermissions","0,00%","72","3"
"br.org.eldorado.ead2pcd.infra.enums.StatusCurso","0,00%","72","3"
"org.apache.activemq.broker.jmx.ManagementContext","0,00%","72","1"
"org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler","0,00%","72","1"
"org.apache.catalina.valves.AbstractAccessLogValve$AccessLogElement[]","0,00%","72","1"
"br.org.eldorado.ead2pcd.negocio.StatusAlunoService$$EnhancerByCGLIB$$d96a240b","0,00%","72","1"
"org.apache.activemq.broker.TransportConnector","0,00%","72","1"
"com.sun.xml.bind.v2.model.core.WildcardMode","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.ConfiguracaoAulaService$$EnhancerByCGLIB$$9adb7148","0,00%","72","1"
"org.apache.velocity.util.introspection.UberspectImpl","0,00%","72","3"
"sun.security.provider.NativePRNG$Variant","0,00%","72","3"
"com.sun.xml.bind.v2.model.annotation.XmlSchemaQuick","0,00%","72","3"
"sun.security.jca.ProviderConfig[]","0,00%","72","2"
"org.springframework.jmx.support.RegistrationPolicy","0,00%","72","3"
"org.hibernate.loader.plan.spi.QuerySpace$Disposition","0,00%","72","3"
"org.springframework.jmx.export.MBeanExporter","0,00%","72","1"
"org.apache.tomcat.util.descriptor.web.TaglibDescriptorImpl","0,00%","72","3"
"org.hibernate.loader.BatchFetchStyle","0,00%","72","3"
"org.springframework.web.method.support.HandlerMethodArgumentResolverComposite","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.ItemGlossarioService$$EnhancerByCGLIB$$38767924","0,00%","72","1"
"org.springframework.format.datetime.joda.JodaDateTimeFormatAnnotationFormatterFactory","0,00%","72","3"
"org.springframework.context.support.ResourceBundleMessageSource","0,00%","72","1"
"br.org.eldorado.ead2pcd.negocio.GerenciadorConteudoService$$EnhancerByCGLIB$$23ebc32c","0,00%","72","1"
"org.apache.commons.lang3.text.translate.NumericEntityUnescaper$OPTION","0,00%","72","3"
"sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer","0,00%","72","3"
"org.olat.core.logging.activity.ActionType","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.ExecucaoProvaSelecaoService$$EnhancerByCGLIB$$c884e467","0,00%","72","1"
"javax.servlet.SessionTrackingMode","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.AcompanhamentoProvaService$$EnhancerByCGLIB$$72d16c0c","0,00%","72","1"
"org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor","0,00%","72","3"
"java.util.Base64$Encoder","0,00%","72","3"
"com.sun.org.apache.xerces.internal.impl.xs.XSGroupDecl[]","0,00%","72","3"
"org.infinispan.util.concurrent.BoundedConcurrentHashMap$Recency","0,00%","72","3"
"org.apache.activemq.command.BrokerInfo","0,00%","72","1"
"net.sf.ehcache.config.CacheConfiguration$PoolUsage","0,00%","72","3"
"br.org.eldorado.ead2pcd.integracao.rest.OpenOlatAutenticacaoWrapper$$EnhancerByCGLIB$$b81c1acf","0,00%","72","1"
"net.sf.ehcache.config.Configuration$Monitoring","0,00%","72","3"
"javax.persistence.UniqueConstraint[]","0,00%","72","4"
"javax.persistence.PersistenceContextType[]","0,00%","72","3"
"java.security.SecurityPermission","0,00%","72","3"
"com.googlecode.ehcache.annotations.impl.CacheAttributeSourceImpl","0,00%","72","1"
"java.nio.file.StandardCopyOption","0,00%","72","3"
"org.hibernate.loader.plan.spi.LoadPlan$Disposition","0,00%","72","3"
"org.apache.velocity.runtime.log.SimpleLog4JLogSystem","0,00%","72","3"
"net.sf.ehcache.event.NotificationScope","0,00%","72","3"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping","0,00%","72","1"
"org.hibernate.sql.Alias","0,00%","72","3"
"org.apache.velocity.runtime.log.HoldingLogChute","0,00%","72","3"
"org.hibernate.engine.spi.LoadQueryInfluencers","0,00%","72","2"
"java.net.Proxy$Type","0,00%","72","3"
"org.hibernate.engine.spi.ValueInclusion","0,00%","72","3"
"org.glassfish.gmbal.ManagedObjectManager$RegistrationDebugLevel","0,00%","72","3"
"sun.security.ssl.CipherSuite$CipherType","0,00%","72","3"
"org.apache.activemq.management.JMSProducerStatsImpl","0,00%","72","1"
"org.apache.activemq.broker.region.ConnectorStatistics","0,00%","72","1"
"org.hibernate.internal.util.xml.XMLHelper","0,00%","72","3"
"org.hibernate.NullPrecedence","0,00%","72","3"
"org.apache.coyote.ajp.AjpNioProtocol","0,00%","72","1"
"org.olat.core.commons.persistence.DBVendorHibernatePropertiesSimplification$MemorySize","0,00%","72","3"
"br.org.eldorado.ead2pcd.entidades.TipoForum","0,00%","72","3"
"java.lang.invoke.LambdaFormEditor$Transform$Kind[]","0,00%","72","1"
"org.olat.repository.manager.RepositoryServiceImpl","0,00%","72","1"
"org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParseStatus","0,00%","72","3"
"org.hibernate.annotations.FetchMode","0,00%","72","3"
"org.apache.velocity.runtime.ParserPoolImpl","0,00%","72","3"
"org.hibernate.annotations.LazyCollectionOption","0,00%","72","3"
"java.lang.annotation.RetentionPolicy","0,00%","72","3"
"org.apache.velocity.Template","0,00%","72","1"
"br.org.eldorado.ead2pcd.negocio.MudarSenhaService$$EnhancerByCGLIB$$cda3db38","0,00%","72","1"
"org.infinispan.transaction.lookup.GenericTransactionManagerLookup","0,00%","72","3"
"java.io.ObjectInputStream$PeekInputStream","0,00%","72","3"
"org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl$AggregatedClassLoader","0,00%","72","1"
"org.hibernate.property.IndexPropertyAccessor","0,00%","72","3"
"org.springframework.format.number.NumberFormatAnnotationFormatterFactory","0,00%","72","3"
"org.apache.catalina.LifecycleState[]","0,00%","72","1"
"sun.security.validator.EndEntityChecker","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.ArquivoOficinaAlunoService$$EnhancerByCGLIB$$d3da696f","0,00%","72","1"
"org.apache.velocity.runtime.resource.ResourceCacheImpl","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.EditarCategoriaItensService$$EnhancerByCGLIB$$f60b783","0,00%","72","1"
"org.apache.tomcat.JarScanType","0,00%","72","3"
"org.apache.tomcat.websocket.pojo.PojoMethodMapping$MethodType","0,00%","72","3"
"com.googlecode.ehcache.annotations.AdviceType","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.AndamentoAulaService$$EnhancerByCGLIB$$2e80d6e","0,00%","72","1"
"br.org.eldorado.ead2pcd.infra.enums.CompilacaoEmailForum","0,00%","72","3"
"org.hibernate.cache.infinispan.impl.BaseRegion$InvalidateState","0,00%","72","3"
"com.sun.jersey.core.spi.component.ComponentScope","0,00%","72","3"
"de.bps.course.nodes.vc.provider.adobe.AdobeConnectProvider","0,00%","72","1"
"com.sun.xml.ws.wsdl.parser.RuntimeWSDLParser$BindingMode","0,00%","72","3"
"com.sun.faces.facelets.tag.AbstractTagLibrary$UserBehaviorHandlerFactory","0,00%","72","3"
"com.sun.xml.ws.util.localization.Localizer","0,00%","72","3"
"javax.persistence.ConstraintMode","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.LogInterpretacaoService$$EnhancerByCGLIB$$1205820a","0,00%","72","1"
"org.apache.http.impl.io.HttpRequestWriter","0,00%","72","3"
"sun.misc.Signal","0,00%","72","3"
"sun.security.provider.DSAParameters","0,00%","72","3"
"org.hibernate.hql.internal.ast.tree.IdentNode$DereferenceType","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.AgendamentoService$$EnhancerByCGLIB$$206843a7","0,00%","72","1"
"org.hibernate.cfg.Mappings$PropertyReference","0,00%","72","3"
"com.sun.xml.ws.policy.sourcemodel.wspolicy.XmlToken[]","0,00%","72","1"
"sun.misc.URLClassPath$FileLoader","0,00%","72","3"
"javax.management.openmbean.SimpleType[]","0,00%","72","1"
"sun.util.locale.provider.JRELocaleProviderAdapter","0,00%","72","1"
"org.springframework.core.type.classreading.CachingMetadataReaderFactory","0,00%","72","3"
"sun.net.www.protocol.http.HttpURLConnection$TunnelState","0,00%","72","3"
"org.olat.search.service.indexer.JmsIndexer","0,00%","72","1"
"com.sun.istack.logging.Logger","0,00%","72","3"
"org.apache.catalina.core.StandardService","0,00%","72","1"
"org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor","0,00%","72","3"
"br.org.eldorado.ead2pcd.negocio.NotificacaoService$$EnhancerByCGLIB$$134119a0","0,00%","72","1"
"org.codehaus.jackson.jaxrs.Annotations[]","0,00%","72","3"
"javax.jws.WebParam$Mode","0,00%","72","3"
"java.util.logging.LogManager$RootLogger","0,00%","72","1"
"javax.el.ExpressionFactory$CacheKey","0,00%","72","3"
"org.apache.catalina.filters.SetCharacterEncodingFilter","0,00%","72","3"
"org.hibernate.dialect.PostgreSQLDialect","0,00%","72","2"
"org.hibernate.persister.walking.spi.AssociationAttributeDefinition$AssociationNature","0,00%","72","3"
"com.sun.xml.ws.encoding.SOAPBindingCodec$TriState","0,00%","72","3"
